customer_id,age,city,account_type,balance,monthly_income,credit_score,transaction_amount,merchant_category,risk_bucket,transaction_date,default_flag
1251,27,Pune,Savings,627284.0,70217.0,558.0,16023.0,Travel,Medium,2024-01-11 11:00:00,0
1252,36,Hyderabad,Savings,595778.0,108892.0,306.0,1392.0,Utilities,Low,2024-01-11 12:00:00,0
1253,46,Pune,Current,464485.0,49154.0,348.0,24745.0,Utilities,High,2024-01-11 13:00:00,0
1254,22,Mumbai,Current,460553.0,24065.0,837.0,28522.0,Utilities,Medium,2024-01-11 14:00:00,0
1255,21,Hyderabad,Current,224643.0,89808.0,460.0,27993.0,Utilities,High,2024-01-11 15:00:00,0
1256,32,Mumbai,Current,549510.0,43333.0,475.0,21080.0,Utilities,Medium,2024-01-11 16:00:00,0
1257,25,Delhi,Savings,592989.0,52768.0,301.0,26497.0,Utilities,High,2024-01-11 17:00:00,0
1258,57,Mumbai,Savings,336638.0,37645.0,754.0,43185.0,Travel,Low,2024-01-11 18:00:00,0
1259,52,Delhi,Savings,476627.0,52826.0,575.0,29581.0,Utilities,Low,2024-01-11 19:00:00,1
1260,29,Delhi,Current,505679.0,43192.0,,20520.0,Travel,Low,2024-01-11 20:00:00,0
1261,61,Mumbai,Savings,587686.0,73529.0,327.0,18998.0,Travel,High,2024-01-11 21:00:00,0
1262,55,Hyderabad,Current,500570.0,61616.0,632.0,22962.0,Shopping,Medium,2024-01-11 22:00:00,0
1263,39,Pune,Current,256052.0,46379.0,300.0,44641.0,Travel,Medium,2024-01-11 23:00:00,1
1264,36,Pune,Savings,420509.0,79917.0,487.0,22800.0,Travel,Medium,2024-01-12 00:00:00,1
1265,23,Delhi,Savings,533694.0,65100.0,355.0,24762.0,Utilities,Low,2024-01-12 01:00:00,0
1266,40,Delhi,Savings,626229.0,,846.0,19212.0,Travel,High,2024-01-12 02:00:00,0
1267,44,Hyderabad,Current,407355.0,78394.0,411.0,38188.0,Utilities,Medium,2024-01-12 03:00:00,0
1268,53,Bangalore,Current,828147.0,63697.0,609.0,48518.0,Utilities,High,2024-01-12 04:00:00,1
1269,44,Mumbai,Savings,215829.0,87815.0,335.0,30407.0,Utilities,Medium,2024-01-12 05:00:00,0
1270,31,Delhi,Savings,415445.0,62478.0,738.0,25993.0,Shopping,Low,2024-01-12 06:00:00,1
1271,28,Pune,Current,487545.0,44166.0,624.0,25441.0,Utilities,High,2024-01-12 07:00:00,0
1272,56,Hyderabad,Savings,469888.0,55914.0,606.0,-3612.0,Travel,Medium,2024-01-12 08:00:00,0
1273,58,Mumbai,Current,315179.0,76078.0,833.0,33942.0,Utilities,Medium,2024-01-12 09:00:00,1
1274,60,Hyderabad,Current,567179.0,44585.0,,26610.0,Utilities,Medium,2024-01-12 10:00:00,0
1275,40,Mumbai,Savings,555664.0,51194.0,671.0,30140.0,Utilities,Medium,2024-01-12 11:00:00,0
1276,55,Mumbai,Savings,507194.0,55566.0,656.0,16462.0,Shopping,Low,2024-01-12 12:00:00,0
1277,45,Delhi,Savings,549777.0,37013.0,480.0,20387.0,Travel,Medium,2024-01-12 13:00:00,1
1278,55,Hyderabad,Savings,436434.0,44874.0,655.0,20068.0,Shopping,Medium,2024-01-12 14:00:00,0
1279,45,Hyderabad,Current,,63451.0,367.0,37259.0,Travel,Low,2024-01-12 15:00:00,0
1280,49,Pune,Current,392504.0,84050.0,,20455.0,Shopping,Medium,2024-01-12 16:00:00,0
1281,38,Pune,Current,523558.0,66343.0,480.0,49992.0,Travel,High,2024-01-12 17:00:00,0
1282,38,Delhi,Savings,524412.0,59083.0,765.0,30170.0,Shopping,High,2024-01-12 18:00:00,0
1283,22,Delhi,Current,506207.0,43375.0,733.0,9692.0,Utilities,Medium,2024-01-12 19:00:00,0
1284,55,Bangalore,Savings,582306.0,81903.0,763.0,23457.0,Shopping,Low,2024-01-12 20:00:00,0
1285,36,Pune,Savings,412828.0,68670.0,833.0,17180.0,Shopping,Low,2024-01-12 21:00:00,0
1286,61,Mumbai,Savings,504002.0,45865.0,365.0,-1333.0,Utilities,Low,2024-01-12 22:00:00,1
1287,56,Hyderabad,Savings,585814.0,77973.0,320.0,44194.0,Utilities,Medium,2024-01-12 23:00:00,0
1288,53,Delhi,Savings,487267.0,71192.0,,33438.0,Travel,Medium,2024-01-13 00:00:00,0
1289,24,Hyderabad,Savings,313501.0,43729.0,338.0,31398.0,Travel,High,2024-01-13 01:00:00,1
1290,53,Hyderabad,Current,355777.0,57972.0,,26985.0,Travel,Low,2024-01-13 02:00:00,0
1291,34,Bangalore,Savings,624628.0,50145.0,635.0,8416.0,Shopping,Medium,2024-01-13 03:00:00,0
1292,41,Pune,Current,708871.0,112671.0,487.0,19197.0,Travel,Medium,2024-01-13 04:00:00,0
1293,40,Delhi,Current,676292.0,70635.0,542.0,35101.0,Shopping,Medium,2024-01-13 05:00:00,0
1294,28,Hyderabad,Savings,534823.0,63735.0,372.0,12385.0,Shopping,Low,2024-01-13 06:00:00,0
1295,27,Delhi,Savings,319530.0,69453.0,778.0,-5381.0,Travel,Low,2024-01-13 07:00:00,0
1296,23,Mumbai,Savings,499047.0,87583.0,400.0,22275.0,Travel,High,2024-01-13 08:00:00,0
1297,37,Bangalore,Current,734338.0,58332.0,813.0,23299.0,Shopping,Low,2024-01-13 09:00:00,0
1298,53,Mumbai,Savings,592773.0,48202.0,475.0,26627.0,Utilities,Medium,2024-01-13 10:00:00,0
1299,32,Delhi,Current,468878.0,76886.0,537.0,33742.0,Utilities,High,2024-01-13 11:00:00,0
1300,42,Delhi,Savings,594294.0,56501.0,358.0,32651.0,Shopping,Low,2024-01-13 12:00:00,0
1301,42,Pune,Savings,309591.0,38602.0,398.0,28105.0,Travel,Low,2024-01-13 13:00:00,0
1302,50,Hyderabad,Current,395649.0,34706.0,794.0,39346.0,Shopping,Low,2024-01-13 14:00:00,0
1303,58,Hyderabad,Current,337371.0,90586.0,813.0,6772.0,Shopping,Low,2024-01-13 15:00:00,0
1304,58,Mumbai,Savings,570436.0,62633.0,596.0,31055.0,Travel,Medium,2024-01-13 16:00:00,0
1305,28,Bangalore,Current,607116.0,48209.0,510.0,32518.0,Utilities,Low,2024-01-13 17:00:00,0
1306,47,Hyderabad,Current,476926.0,55313.0,422.0,10125.0,Shopping,Medium,2024-01-13 18:00:00,1
1307,47,Pune,Current,369061.0,76149.0,528.0,6966.0,Utilities,Medium,2024-01-13 19:00:00,1
1308,54,Mumbai,Current,497038.0,54132.0,687.0,16049.0,Utilities,Medium,2024-01-13 20:00:00,0
1309,41,Mumbai,Current,427013.0,31012.0,439.0,17062.0,Travel,High,2024-01-13 21:00:00,0
1310,50,Pune,Savings,380574.0,66517.0,840.0,34041.0,Shopping,Medium,2024-01-13 22:00:00,0
1311,53,Bangalore,Savings,550849.0,84167.0,690.0,17626.0,Shopping,Low,2024-01-13 23:00:00,1
1312,48,Pune,Current,386301.0,82829.0,569.0,14724.0,Utilities,High,2024-01-14 00:00:00,0
1313,53,Bangalore,Savings,265048.0,48813.0,311.0,17660.0,Utilities,Low,2024-01-14 01:00:00,0
1314,25,Pune,Savings,298383.0,85383.0,688.0,38424.0,Travel,Medium,2024-01-14 02:00:00,0
1315,39,Pune,Current,259511.0,64259.0,636.0,25157.0,Utilities,Low,2024-01-14 03:00:00,0
1316,24,Delhi,Savings,537127.0,84823.0,805.0,22849.0,Travel,High,2024-01-14 04:00:00,1
1317,55,Mumbai,Current,522561.0,71474.0,405.0,23680.0,Shopping,High,2024-01-14 05:00:00,0
1318,37,Pune,Current,515078.0,29568.0,331.0,40505.0,Travel,Low,2024-01-14 06:00:00,0
1319,64,Pune,Savings,588160.0,94935.0,373.0,16010.0,Utilities,Low,2024-01-14 07:00:00,0
1320,48,Hyderabad,Current,678794.0,61036.0,470.0,40786.0,Shopping,Low,2024-01-14 08:00:00,0
1321,50,Mumbai,Current,411160.0,71536.0,368.0,27526.0,Travel,High,2024-01-14 09:00:00,0
1322,49,Hyderabad,Current,560972.0,33119.0,661.0,23075.0,Shopping,Medium,2024-01-14 10:00:00,0
1323,26,Mumbai,Current,263058.0,70107.0,732.0,55011.0,Travel,Low,2024-01-14 11:00:00,0
1324,55,Hyderabad,Current,706806.0,82059.0,399.0,12332.0,Utilities,Medium,2024-01-14 12:00:00,0
1325,61,Pune,Savings,313275.0,98706.0,308.0,20756.0,Utilities,High,2024-01-14 13:00:00,0
1326,57,Pune,Savings,393488.0,88008.0,328.0,10211.0,Shopping,Low,2024-01-14 14:00:00,0
1327,44,Delhi,Current,410344.0,71084.0,413.0,36430.0,Shopping,Low,2024-01-14 15:00:00,0
1328,49,Hyderabad,Current,271059.0,29112.0,761.0,45270.0,Shopping,High,2024-01-14 16:00:00,0
1329,51,Bangalore,Savings,504886.0,62645.0,442.0,45039.0,Travel,Low,2024-01-14 17:00:00,0
1330,55,Delhi,Current,532086.0,48150.0,689.0,39687.0,Utilities,Medium,2024-01-14 18:00:00,0
1331,53,Hyderabad,Savings,471588.0,64700.0,456.0,22629.0,Shopping,High,2024-01-14 19:00:00,0
1332,41,Hyderabad,Current,268963.0,35673.0,634.0,20617.0,Shopping,High,2024-01-14 20:00:00,0
1333,52,Delhi,Current,797508.0,55797.0,559.0,4946.0,Shopping,Low,2024-01-14 21:00:00,0
1334,43,Pune,Current,582385.0,49656.0,381.0,49430.0,Travel,High,2024-01-14 22:00:00,0
1335,53,Hyderabad,Current,895133.0,49037.0,740.0,30628.0,Shopping,Low,2024-01-14 23:00:00,0
1336,23,Pune,Current,,49235.0,471.0,19097.0,Shopping,Low,2024-01-15 00:00:00,0
1337,38,Delhi,Current,643682.0,57283.0,530.0,40937.0,Travel,High,2024-01-15 01:00:00,1
1338,45,Pune,Current,616891.0,65724.0,374.0,13327.0,Travel,Low,2024-01-15 02:00:00,0
1339,62,Mumbai,Savings,456414.0,10030.0,569.0,29879.0,Shopping,Medium,2024-01-15 03:00:00,1
1340,51,Bangalore,Savings,711658.0,12471.0,361.0,22928.0,Shopping,Medium,2024-01-15 04:00:00,0
1341,23,Hyderabad,Savings,439188.0,53226.0,619.0,32664.0,Travel,Low,2024-01-15 05:00:00,0
1342,60,Bangalore,Current,445866.0,56045.0,401.0,24237.0,Utilities,Medium,2024-01-15 06:00:00,0
1343,44,Pune,Current,-20714.0,63782.0,728.0,7589.0,Travel,Low,2024-01-15 07:00:00,0
1344,52,Hyderabad,Current,561354.0,45447.0,554.0,25907.0,Utilities,Medium,2024-01-15 08:00:00,0
1345,42,Pune,Current,301174.0,60189.0,831.0,37586.0,Shopping,High,2024-01-15 09:00:00,0
1346,43,Mumbai,Current,417392.0,,411.0,24649.0,Shopping,Low,2024-01-15 10:00:00,0
1347,22,Delhi,Current,346067.0,45309.0,612.0,34301.0,Utilities,Low,2024-01-15 11:00:00,0
1348,47,Hyderabad,Current,445065.0,80269.0,760.0,12454.0,Travel,Low,2024-01-15 12:00:00,0
1349,62,Mumbai,Savings,566582.0,63540.0,761.0,24685.0,Shopping,Low,2024-01-15 13:00:00,0
1350,22,Mumbai,Current,501671.0,70939.0,391.0,17506.0,Utilities,Low,2024-01-15 14:00:00,0
1351,46,Hyderabad,Savings,606446.0,61377.0,351.0,33964.0,Travel,Low,2024-01-15 15:00:00,0
1352,37,Pune,Savings,689844.0,102073.0,819.0,25378.0,Utilities,High,2024-01-15 16:00:00,0
1353,60,Mumbai,Current,444681.0,71928.0,397.0,33281.0,Travel,High,2024-01-15 17:00:00,0
1354,53,Bangalore,Current,428215.0,50240.0,,38053.0,Travel,Medium,2024-01-15 18:00:00,0
1355,29,Mumbai,Savings,643659.0,76419.0,673.0,33299.0,Travel,Low,2024-01-15 19:00:00,0
1356,63,Pune,Savings,655557.0,27248.0,533.0,28277.0,Travel,Medium,2024-01-15 20:00:00,0
1357,59,Pune,Current,,62392.0,331.0,13021.0,Utilities,Medium,2024-01-15 21:00:00,0
1358,49,Bangalore,Current,357173.0,66383.0,588.0,24967.0,Utilities,High,2024-01-15 22:00:00,0
1359,62,Mumbai,Savings,563398.0,62620.0,841.0,18603.0,Utilities,Medium,2024-01-15 23:00:00,1
1360,46,Pune,Current,516421.0,53324.0,413.0,20871.0,Utilities,High,2024-01-16 00:00:00,0
1361,55,Hyderabad,Current,,39755.0,503.0,20506.0,Utilities,Medium,2024-01-16 01:00:00,0
1362,45,Delhi,Current,414069.0,44213.0,328.0,13241.0,Travel,Low,2024-01-16 02:00:00,0
1363,44,Delhi,Savings,250008.0,62041.0,773.0,1512.0,Shopping,Medium,2024-01-16 03:00:00,0
1364,33,Delhi,Savings,603536.0,37730.0,552.0,16982.0,Shopping,High,2024-01-16 04:00:00,0
1365,27,Mumbai,Savings,,95403.0,685.0,27321.0,Utilities,High,2024-01-16 05:00:00,0
1366,56,Bangalore,Current,390273.0,7182.0,361.0,8822.0,Utilities,High,2024-01-16 06:00:00,0
1367,40,Pune,Current,346521.0,53531.0,814.0,25188.0,Shopping,Medium,2024-01-16 07:00:00,1
1368,21,Hyderabad,Savings,345510.0,62208.0,729.0,47803.0,Travel,Medium,2024-01-16 08:00:00,0
1369,28,Hyderabad,Savings,387645.0,70148.0,836.0,37277.0,Utilities,High,2024-01-16 09:00:00,0
1370,36,Mumbai,Savings,682606.0,41682.0,440.0,44722.0,Travel,Low,2024-01-16 10:00:00,0
1371,34,Delhi,Current,623083.0,82686.0,599.0,29694.0,Shopping,Low,2024-01-16 11:00:00,0
1372,32,Mumbai,Savings,462240.0,32123.0,610.0,39010.0,Shopping,Medium,2024-01-16 12:00:00,0
1373,43,Bangalore,Savings,670044.0,48677.0,,16312.0,Utilities,Medium,2024-01-16 13:00:00,0
1374,35,Bangalore,Current,340655.0,72415.0,692.0,17268.0,Travel,High,2024-01-16 14:00:00,0
1375,48,Pune,Current,320257.0,80804.0,744.0,-7870.0,Utilities,Medium,2024-01-16 15:00:00,0
1376,54,Pune,Current,629539.0,31920.0,471.0,39234.0,Shopping,Medium,2024-01-16 16:00:00,0
1377,22,Bangalore,Savings,586946.0,112901.0,330.0,43484.0,Travel,High,2024-01-16 17:00:00,0
1378,52,Bangalore,Current,430960.0,42050.0,346.0,18362.0,Utilities,High,2024-01-16 18:00:00,0
1379,43,Bangalore,Current,329681.0,33756.0,429.0,21953.0,Utilities,Medium,2024-01-16 19:00:00,1
1380,42,Mumbai,Savings,718960.0,70054.0,651.0,15954.0,Utilities,Low,2024-01-16 20:00:00,0
1381,45,Bangalore,Current,241985.0,53034.0,357.0,29592.0,Shopping,Medium,2024-01-16 21:00:00,0
1382,42,Hyderabad,Savings,410236.0,50079.0,405.0,38499.0,Utilities,Low,2024-01-16 22:00:00,0
1383,42,Delhi,Savings,534286.0,71913.0,629.0,4087.0,Travel,Low,2024-01-16 23:00:00,0
1384,62,Bangalore,Current,770325.0,29454.0,682.0,29913.0,Utilities,Low,2024-01-17 00:00:00,0
1385,26,Delhi,Current,,25957.0,461.0,21680.0,Shopping,High,2024-01-17 01:00:00,0
1386,35,Mumbai,Current,572046.0,48052.0,585.0,26361.0,Utilities,High,2024-01-17 02:00:00,0
1387,63,Delhi,Current,414592.0,81558.0,370.0,30508.0,Shopping,High,2024-01-17 03:00:00,1
1388,57,Mumbai,Current,585272.0,48919.0,753.0,22742.0,Shopping,Medium,2024-01-17 04:00:00,0
1389,53,Hyderabad,Current,515796.0,91983.0,696.0,23757.0,Travel,High,2024-01-17 05:00:00,0
1390,28,Mumbai,Savings,261730.0,84020.0,814.0,22433.0,Travel,High,2024-01-17 06:00:00,0
1391,64,Mumbai,Savings,618940.0,65659.0,325.0,36644.0,Utilities,Medium,2024-01-17 07:00:00,0
1392,64,Pune,Current,645559.0,66794.0,612.0,30025.0,Shopping,Medium,2024-01-17 08:00:00,0
1393,25,Bangalore,Savings,620505.0,65640.0,425.0,27647.0,Shopping,Low,2024-01-17 09:00:00,0
1394,59,Bangalore,Current,504999.0,63194.0,707.0,9749.0,Travel,Medium,2024-01-17 10:00:00,0
1395,24,Hyderabad,Savings,356573.0,52675.0,497.0,20457.0,Travel,Medium,2024-01-17 11:00:00,1
1396,26,Hyderabad,Savings,,54996.0,487.0,35784.0,Utilities,High,2024-01-17 12:00:00,0
1397,52,Bangalore,Savings,,38601.0,783.0,25452.0,Shopping,Low,2024-01-17 13:00:00,0
1398,50,Pune,Current,662291.0,15799.0,749.0,32914.0,Travel,Low,2024-01-17 14:00:00,0
1399,55,Bangalore,Savings,649330.0,82081.0,822.0,46198.0,Utilities,Medium,2024-01-17 15:00:00,0
1400,60,Pune,Current,622411.0,63145.0,653.0,37463.0,Shopping,High,2024-01-17 16:00:00,0
1401,36,Hyderabad,Savings,488868.0,60124.0,399.0,26118.0,Shopping,High,2024-01-17 17:00:00,1
1402,33,Delhi,Savings,663120.0,67969.0,577.0,18868.0,Travel,High,2024-01-17 18:00:00,0
1403,62,Hyderabad,Savings,638624.0,43432.0,790.0,-5643.0,Utilities,High,2024-01-17 19:00:00,0
1404,50,Hyderabad,Savings,436605.0,39979.0,554.0,22979.0,Travel,Medium,2024-01-17 20:00:00,0
1405,39,Mumbai,Savings,601490.0,54326.0,680.0,21088.0,Utilities,High,2024-01-17 21:00:00,0
1406,37,Mumbai,Current,,87362.0,841.0,29684.0,Shopping,Low,2024-01-17 22:00:00,0
1407,39,Mumbai,Current,581004.0,36625.0,563.0,23153.0,Utilities,Low,2024-01-17 23:00:00,0
1408,48,Mumbai,Savings,305133.0,7459.0,628.0,21155.0,Utilities,Medium,2024-01-18 00:00:00,0
1409,46,Pune,Savings,316668.0,49572.0,414.0,3647.0,Utilities,High,2024-01-18 01:00:00,0
1410,57,Bangalore,Savings,,82854.0,575.0,13720.0,Utilities,High,2024-01-18 02:00:00,0
1411,46,Delhi,Savings,640634.0,25349.0,787.0,30720.0,Utilities,High,2024-01-18 03:00:00,0
1412,43,Hyderabad,Current,595042.0,36394.0,580.0,45591.0,Travel,High,2024-01-18 04:00:00,0
1413,29,Pune,Savings,,65271.0,574.0,23830.0,Utilities,Medium,2024-01-18 05:00:00,0
1414,32,Delhi,Current,141309.0,111398.0,627.0,28934.0,Utilities,High,2024-01-18 06:00:00,0
1415,21,Pune,Savings,488769.0,32836.0,,36430.0,Shopping,Medium,2024-01-18 07:00:00,0
1416,21,Pune,Current,568127.0,,325.0,15269.0,Utilities,High,2024-01-18 08:00:00,0
1417,54,Hyderabad,Savings,,66774.0,326.0,29402.0,Shopping,High,2024-01-18 09:00:00,0
1418,52,Bangalore,Savings,393126.0,84093.0,382.0,16114.0,Travel,Low,2024-01-18 10:00:00,0
1419,45,Mumbai,Current,716663.0,47518.0,712.0,35378.0,Travel,Medium,2024-01-18 11:00:00,0
1420,60,Bangalore,Savings,490957.0,27572.0,,26817.0,Utilities,Low,2024-01-18 12:00:00,0
1421,21,Hyderabad,Savings,568219.0,68675.0,,28581.0,Travel,Medium,2024-01-18 13:00:00,0
1422,36,Hyderabad,Savings,616120.0,72297.0,528.0,15609.0,Utilities,High,2024-01-18 14:00:00,0
1423,59,Hyderabad,Current,349784.0,95573.0,666.0,33484.0,Travel,High,2024-01-18 15:00:00,0
1424,25,Delhi,Savings,528981.0,73139.0,827.0,50017.0,Utilities,Medium,2024-01-18 16:00:00,0
1425,42,Bangalore,Savings,697947.0,76561.0,837.0,12905.0,Utilities,Low,2024-01-18 17:00:00,0
1426,49,Bangalore,Current,772883.0,54757.0,823.0,20923.0,Shopping,Medium,2024-01-18 18:00:00,0
1427,23,Pune,Current,505990.0,108830.0,371.0,27779.0,Shopping,Medium,2024-01-18 19:00:00,0
1428,32,Pune,Current,464308.0,52037.0,405.0,34437.0,Shopping,High,2024-01-18 20:00:00,0
1429,46,Pune,Savings,540354.0,47762.0,,18285.0,Shopping,Low,2024-01-18 21:00:00,0
1430,36,Hyderabad,Savings,536546.0,96190.0,432.0,-8996.0,Utilities,Medium,2024-01-18 22:00:00,1
1431,57,Bangalore,Savings,708014.0,30515.0,833.0,41310.0,Travel,Low,2024-01-18 23:00:00,0
1432,42,Hyderabad,Current,350541.0,23052.0,,34126.0,Utilities,Low,2024-01-19 00:00:00,1
1433,49,Delhi,Savings,458019.0,62391.0,711.0,4085.0,Shopping,Medium,2024-01-19 01:00:00,0
1434,34,Pune,Savings,332429.0,,317.0,17709.0,Shopping,Low,2024-01-19 02:00:00,0
1435,48,Hyderabad,Current,348186.0,55442.0,416.0,43818.0,Travel,High,2024-01-19 03:00:00,0
1436,25,Hyderabad,Current,556486.0,79879.0,443.0,42374.0,Shopping,High,2024-01-19 04:00:00,0
1437,50,Delhi,Current,621479.0,41836.0,721.0,36264.0,Utilities,High,2024-01-19 05:00:00,0
1438,25,Mumbai,Current,402591.0,61283.0,668.0,22887.0,Utilities,High,2024-01-19 06:00:00,0
1439,32,Bangalore,Current,615814.0,52798.0,349.0,25996.0,Utilities,Low,2024-01-19 07:00:00,0
1440,36,Mumbai,Savings,666737.0,42176.0,405.0,23429.0,Utilities,High,2024-01-19 08:00:00,0
1441,46,Pune,Current,790206.0,58763.0,515.0,38539.0,Utilities,Medium,2024-01-19 09:00:00,0
1442,46,Hyderabad,Savings,,77052.0,724.0,14490.0,Travel,High,2024-01-19 10:00:00,0
1443,41,Delhi,Savings,404035.0,102411.0,371.0,15330.0,Utilities,Medium,2024-01-19 11:00:00,0
1444,59,Delhi,Current,349629.0,71588.0,745.0,37123.0,Shopping,Medium,2024-01-19 12:00:00,0
1445,56,Bangalore,Current,334731.0,9783.0,485.0,24468.0,Shopping,High,2024-01-19 13:00:00,0
1446,53,Mumbai,Current,687467.0,59237.0,369.0,41542.0,Shopping,High,2024-01-19 14:00:00,0
1447,50,Bangalore,Savings,272736.0,60996.0,449.0,16942.0,Shopping,Low,2024-01-19 15:00:00,1
1448,57,Hyderabad,Current,682662.0,78724.0,545.0,24343.0,Travel,Medium,2024-01-19 16:00:00,0
1449,43,Bangalore,Current,369734.0,63696.0,837.0,13931.0,Shopping,High,2024-01-19 17:00:00,0
1450,30,Delhi,Current,397219.0,85062.0,398.0,25088.0,Travel,Low,2024-01-19 18:00:00,0
1451,25,Delhi,Current,477267.0,67833.0,577.0,7257.0,Shopping,High,2024-01-19 19:00:00,1
1452,56,Pune,Current,394452.0,91176.0,754.0,19148.0,Travel,High,2024-01-19 20:00:00,0
1453,54,Pune,Savings,639797.0,51225.0,403.0,7765.0,Travel,High,2024-01-19 21:00:00,0
1454,51,Hyderabad,Savings,772002.0,62887.0,532.0,33327.0,Travel,Medium,2024-01-19 22:00:00,0
1455,30,Mumbai,Savings,401385.0,76533.0,693.0,33599.0,Shopping,High,2024-01-19 23:00:00,0
1456,39,Bangalore,Current,435164.0,48556.0,800.0,4237.0,Travel,Low,2024-01-20 00:00:00,0
1457,52,Hyderabad,Current,475502.0,44200.0,550.0,41007.0,Utilities,High,2024-01-20 01:00:00,0
1458,21,Pune,Current,581159.0,47413.0,820.0,54969.0,Utilities,High,2024-01-20 02:00:00,0
1459,25,Bangalore,Savings,476977.0,45016.0,378.0,25552.0,Shopping,Low,2024-01-20 03:00:00,1
1460,24,Pune,Current,708089.0,70451.0,351.0,17307.0,Utilities,Low,2024-01-20 04:00:00,0
1461,36,Bangalore,Current,671994.0,,525.0,58892.0,Utilities,Medium,2024-01-20 05:00:00,0
1462,44,Mumbai,Current,322181.0,28881.0,350.0,9172.0,Utilities,Medium,2024-01-20 06:00:00,0
1463,36,Hyderabad,Savings,578145.0,97255.0,485.0,25241.0,Shopping,Medium,2024-01-20 07:00:00,0
1464,22,Bangalore,Current,728051.0,45498.0,333.0,27155.0,Shopping,Medium,2024-01-20 08:00:00,0
1465,48,Delhi,Savings,425783.0,64000.0,430.0,41142.0,Utilities,Low,2024-01-20 09:00:00,0
1466,52,Delhi,Current,455860.0,30217.0,742.0,29317.0,Shopping,High,2024-01-20 10:00:00,0
1467,47,Bangalore,Savings,420794.0,,731.0,19016.0,Travel,High,2024-01-20 11:00:00,0
1468,40,Bangalore,Savings,423939.0,45620.0,796.0,13586.0,Utilities,High,2024-01-20 12:00:00,0
1469,44,Bangalore,Savings,249732.0,28738.0,702.0,20898.0,Shopping,Medium,2024-01-20 13:00:00,0
1470,32,Delhi,Current,300753.0,86738.0,622.0,12917.0,Shopping,Low,2024-01-20 14:00:00,0
1471,55,Delhi,Current,511621.0,83651.0,509.0,25574.0,Utilities,Low,2024-01-20 15:00:00,0
1472,53,Bangalore,Savings,727040.0,57853.0,628.0,18230.0,Shopping,Low,2024-01-20 16:00:00,0
1473,53,Pune,Savings,407996.0,79988.0,671.0,7072.0,Utilities,High,2024-01-20 17:00:00,0
1474,63,Pune,Current,403586.0,98066.0,759.0,40062.0,Shopping,Medium,2024-01-20 18:00:00,0
1475,57,Mumbai,Current,755228.0,75082.0,432.0,19028.0,Travel,Low,2024-01-20 19:00:00,0
1476,32,Hyderabad,Savings,333761.0,69594.0,420.0,9782.0,Utilities,Medium,2024-01-20 20:00:00,0
1477,23,Pune,Current,250814.0,63979.0,751.0,22981.0,Travel,Low,2024-01-20 21:00:00,0
1478,21,Delhi,Current,375723.0,72990.0,428.0,25820.0,Utilities,Medium,2024-01-20 22:00:00,0
1479,53,Pune,Current,400582.0,52722.0,390.0,4042.0,Shopping,Low,2024-01-20 23:00:00,0
1480,60,Mumbai,Current,,54467.0,328.0,28980.0,Travel,Medium,2024-01-21 00:00:00,0
1481,30,Mumbai,Savings,480794.0,69018.0,823.0,12434.0,Shopping,Low,2024-01-21 01:00:00,0
1482,63,Hyderabad,Current,642267.0,50523.0,632.0,45532.0,Utilities,Low,2024-01-21 02:00:00,1
1483,64,Pune,Current,307107.0,52684.0,596.0,31288.0,Utilities,Medium,2024-01-21 03:00:00,0
1484,49,Delhi,Savings,513137.0,60004.0,429.0,20201.0,Utilities,Medium,2024-01-21 04:00:00,0
1485,33,Delhi,Savings,559390.0,83012.0,592.0,16058.0,Utilities,High,2024-01-21 05:00:00,1
1486,32,Bangalore,Current,487492.0,37347.0,472.0,23740.0,Utilities,Medium,2024-01-21 06:00:00,0
1487,51,Delhi,Current,,75184.0,323.0,32353.0,Travel,Low,2024-01-21 07:00:00,0
1488,22,Hyderabad,Current,529599.0,75836.0,,24694.0,Utilities,Low,2024-01-21 08:00:00,0
1489,55,Hyderabad,Current,378091.0,75716.0,705.0,22394.0,Shopping,Medium,2024-01-21 09:00:00,0
1490,43,Delhi,Savings,724787.0,43865.0,655.0,25700.0,Travel,High,2024-01-21 10:00:00,0
1491,37,Delhi,Savings,687164.0,26146.0,438.0,17754.0,Shopping,Medium,2024-01-21 11:00:00,1
1492,46,Bangalore,Savings,678487.0,71194.0,802.0,20882.0,Utilities,Low,2024-01-21 12:00:00,0
1493,28,Delhi,Current,652051.0,63751.0,473.0,-30.0,Shopping,Low,2024-01-21 13:00:00,0
1494,49,Bangalore,Current,263753.0,80088.0,328.0,36685.0,Travel,High,2024-01-21 14:00:00,0
1495,46,Bangalore,Current,638909.0,45989.0,795.0,28586.0,Travel,Medium,2024-01-21 15:00:00,0
1496,30,Delhi,Current,598340.0,75202.0,650.0,15719.0,Travel,Low,2024-01-21 16:00:00,0
1497,46,Mumbai,Savings,269521.0,81088.0,598.0,47785.0,Shopping,Low,2024-01-21 17:00:00,0
1498,54,Mumbai,Savings,467763.0,58094.0,491.0,26044.0,Travel,Low,2024-01-21 18:00:00,0
1499,61,Bangalore,Current,541519.0,68339.0,363.0,12566.0,Shopping,Medium,2024-01-21 19:00:00,0
1500,27,Delhi,Savings,749648.0,67639.0,514.0,35281.0,Utilities,Medium,2024-01-21 20:00:00,1
1501,24,Mumbai,Current,608709.0,43571.0,465.0,29777.0,Utilities,High,2024-01-21 21:00:00,0
